word,tag,frequency,keepornot
collected,VBN,96,1
floor,NN,96,1
Dynamic,NNP,96,1
setting,NN,96,1
genres,NNS,96,1
TD,NNP,96,1
How,NNP,96,1
ID,NNP,96,1
entertaining,JJ,96,1
Fu,NNP,96,1
battles,VBZ,96,1
bakery,NN,96,1
cases,NNS,96,1
review,VB,96,1
trigger,VB,96,1
wont,VBP,96,1
acting,VBG,96,1
wifi,NN,96,1
rush,NN,96,1
post,VB,96,1
forget,NN,96,1
app,VBZ,96,1
engaging,VBG,96,1
FIGHT,NNP,95,1
command,NN,95,1
toilet,NN,95,1
Drop,NNP,95,1
guard,NN,95,1
cognitive,JJ,95,1
education,NN,95,1
watch,NN,95,1
STUDIOS,NNP,95,1
Rock,NNP,95,1
requirements,NNS,95,1
payouts,NNS,95,1
Permissions,NNS,95,1
man,NN,95,1
Latin,NNP,95,1
Random,NNP,95,1
REAL,NNP,95,1
Park,NNP,95,1
www.youtube.com/g5enter,NN,95,0
League,NNP,95,1
pages,NNS,95,1
castles,NNS,95,1
buddies,NNS,95,1
USB,NNP,95,1
deadly,RB,95,1
helpful,JJ,95,1
expansion,NN,95,1
www.twitter.com/g5gamesG5,JJ,95,0
push,JJ,95,1
www.g5e.com,NN,95,1
village,NN,95,1
selecting,VBG,95,1
TONS,NNP,95,1
beat,NN,94,1
packed,VBN,94,1
wind,NN,94,1
PlayHome,NNP,94,1
Revolt,NNP,94,1
Give,VB,94,1
mines,NNS,94,1
lovely,JJ,94,1
internal,JJ,94,1
Treasure,NNP,94,1
initial,JJ,94,1
detective,JJ,94,1
dominate,VB,94,1
Single,NNP,94,1
ENJOY,NNP,94,1
subway,NN,94,1
Big,JJ,94,1
sandbox,NN,94,1
makeover,NN,94,1
decisions,NNS,94,1
dont,NN,94,1
chat,NNS,94,1
stress,NN,94,1
Check,NNP,94,1
MODES,NNP,94,1
mouse,NN,93,1
CAN,NNP,93,1
targets,NNS,93,1
forever,RB,93,1
layout,NN,93,1
recognize,VB,93,1
survival,JJ,93,1
SpongeBob,NNP,93,1
Studio,NNP,93,1
go,NN,93,1
Chase,NNP,93,1
Dr.,NNP,93,0
weve,VBP,93,1
Motorola,NNP,93,1
Doodle,NNP,93,1
comic,JJ,93,1
BIG,NNP,93,1
Secret,NNP,93,1
graphics-,JJ,93,1
HTC,NNP,93,1
Battles,NNP,93,1
Center,NNP,93,1
fees,NNS,93,1
stored,VBN,93,1
fast,NN,93,1
Immerse,NNP,93,1
Worlds,NNP,93,1
trophies,NNS,93,1
wins,VBZ,93,1
WRITE_EXTERNAL_STORAGE,NNP,93,0
Letter,NNP,93,1
goods,NNS,93,1
POKER,NNP,93,1
paper,NN,93,1
IMPORTANT,NNP,93,1
accept,VBP,92,1
Little,NNP,92,1
Kings,NNP,92,1
Original,JJ,92,1
published,VBN,92,1
cooking,VBG,92,1
blood,NN,92,1
explosive,JJ,92,1
Test,VB,92,1
logic,NN,92,1
catch,VB,92,1
logos,NN,92,1
begin,VB,92,1
*,VBZ,92,0
pocket,NN,92,1
Girl,NNP,92,1
forests,NNS,92,1
familiar,JJ,92,1
put,VBD,92,1
Apple,NNP,92,1
**,VB,92,1
leaving,VBG,92,1
slow,VB,92,1
limits,NNS,92,1
link,NN,92,1
BOSS,NNP,92,1
Square,NNP,92,1
residing,VBG,91,1
seriously,RB,91,1
tuned,VBD,91,1
Contains,NNS,91,1
ADVENTURE,NNP,91,1
READ_EXTERNAL_STORAGE,NNP,91,1
wish,NN,91,1
Zen,NNP,91,1
marked,VBN,91,1
edge,NN,91,1
guess,VBD,91,1
walking,VBG,91,1
Race,NNP,91,1
Shooter,NNP,91,1
Salon,NNP,91,1
Gameloft._____________________________________________This,NNP,91,0
user,VB,91,1
Undo,NNP,91,1
smaller,JJR,91,1
RockYou,NNP,91,1
PAC-MAN,NNP,91,1
Survivors,NNS,91,1
Raid,NNP,91,1
TeamLava,NNP,90,1
In-App,JJ,90,1
electronic,JJ,90,1
code,NN,90,1
combo,NN,90,1
allowed,VBN,90,1
QUIZ,NNP,90,1
GET_ACCOUNTS,NNP,90,1
In-game,JJ,90,1
Thai,NNP,90,1
Rescue,NNP,90,1
image,NN,90,1
fly,VB,90,1
downloaded,VBN,90,1
logic,JJ,90,1
individual,JJ,90,1
and/or,VBP,90,0
Lead,VB,90,1
sea,NN,90,1
pet,NN,90,1
user,JJ,90,1
icons,NNS,90,1
existing,VBG,90,1
e.g,NN,89,0
elite,JJ,89,1
changing,VBG,89,1
Challenging,VBG,89,1
taken,VBN,89,1
hope,NN,89,1
Featuring,VBG,89,1
POWERFUL,NNP,89,1
**,NNP,89,0
Multiple,JJ,89,1
steps,NNS,89,1
American,NNP,89,1
Important,JJ,89,1
+,NN,89,0
experts,NNS,89,1
floors,NNS,89,1
object,JJ,89,1
ninjas,NN,89,1
Zeus,NNP,89,1
YouTube,NN,89,1
accounts,NNS,89,1
developing,VBG,89,1
v,NN,89,1
apps,RB,89,1
career,NN,88,1
lets,NNS,88,1
mental,JJ,88,1
add,VBP,88,1
Fan,NNP,88,1
crafting,VBG,88,1
get,NN,88,1
potions,NNS,88,1
bombs,NNS,88,1
Time,NN,88,1
graphic,JJ,88,1
TEAM,NNP,88,1
clothing,NN,88,1
approach,NN,88,1
front,NN,88,1
structures,NNS,88,1
choosing,VBG,88,1
collectibles,NNS,88,1
actions,NNS,88,1
figure,NN,88,1
high-quality,NN,88,1
avoiding,VBG,88,1
retro,NN,88,1
Paper,NNP,88,1
Kotaku,NNP,88,1
beautiful,NN,88,1
prepare,VB,88,1
host,NN,88,1
light,JJ,88,1
created,VBD,88,1
Watch,NNP,88,1
multiplayer,JJ,88,1
hilarious,JJ,88,1
drawings,NNS,88,1
immediately,RB,88,1
competitions,NNS,88,1
uses,NNS,87,1
Trolls,NNP,87,1
GET,NNP,87,1
fly,NN,87,1
pics,NNS,87,1
real-life,JJ,87,1
bullet,NN,87,1
Purchases,NNP,87,1
delightful,JJ,87,1
lightning,VBG,87,1
temple,NN,87,1
Suggestions,NNS,87,1
LLC,NNP,87,1
UP,NNP,87,1
Hunt,NNP,87,1
spy,NN,87,1
early,JJ,87,1
animated,VBD,87,1
saving,VBG,87,1
vast,JJ,87,1
Polish,NNP,87,1
ending,VBG,87,1
vivid,JJ,87,1
pack,NN,87,1
Normal,NNP,87,1
Conquer,NNP,87,1
Oz,NNP,87,1
essential,JJ,87,1
alongside,RB,87,1
Mutant,NNP,86,1
discover,RB,86,1
Crazy,NNP,86,1
lucky,JJ,86,1
Ultimate,NNP,86,1
Community,NNP,86,1
Dream,NNP,86,1
***,VB,86,1
Korean,JJ,86,1
themed,VBD,86,1
genius,NN,86,1
associated,VBN,86,1
Mighty,NNP,86,1
GAMEVIL,NNP,86,1
tournament,NN,86,1
providing,VBG,86,1
Ive,NNP,86,1
INFORMATION,NNP,86,1
production,NN,86,1
Very,RB,86,1
taste,NN,86,1
Summon,NNP,86,1
added,JJ,86,1
Connect,NN,86,1
Press,NNP,86,1
possibility,NN,86,1
Agent,NNP,85,1
Left,NNP,85,1
dice,NNS,85,1
Control,NNP,85,1
purpose,NN,85,1
Lost,NNP,85,1
FULL,NNP,85,1
blast,VB,85,1
class,NN,85,1
Forest,NNP,85,1
Knight,NNP,85,1
enjoy,NN,85,1
amusement,NN,85,1
Youll,NNP,85,1
musicians,NNS,85,1
etc,NN,85,1
awaits,NNS,85,1
charge,NN,85,1
Angry,NNP,85,1
security,NN,85,1
Miniclip,NNP,85,1
Mission,NNP,85,1
Search,NN,85,1
physics-based,JJ,85,1
co-op,JJ,85,1
Improve,VB,85,1
capture,VB,85,1
default,NN,85,1
understand,VB,85,1
accurate,JJ,85,1
State,NNP,85,1
wish,VBP,85,1
HOW,NNP,85,1
trucks,NNS,85,1
Gather,NNP,85,1
Digital,NNP,85,1
Year,NN,85,1
skills,VBZ,84,1
American,JJ,84,1
agents,NNS,84,1
Friends,NNS,84,1
Trade,NNP,84,1
clever,JJ,84,1
creations,NNS,84,1
sharing,VBG,84,1
fighter,NN,84,1
duty,NN,84,1
functions,NNS,84,1
Exercise,NN,84,1
crashes,NNS,84,1
lords,NNS,84,1
Road,NNP,84,1
pull,VB,84,1
Pet,NNP,84,1
//www.sega.com/mprivacy,NN,84,1
UPGRADE,NNP,84,1
creation,NN,84,1
navigate,VB,84,1
definition,NN,84,1
become,VBN,84,1
parental,JJ,84,1
traditional,JJ,84,1
Modern,NNP,84,1
Jake,NNP,84,1
Catan,NNP,84,1
Princess,NNP,83,1
Graphics,NNP,83,1
excellent,JJ,83,1
badges,NNS,83,1
replay,NN,83,1
exciting,NN,83,1
pretty,RB,83,1
natural,JJ,83,1
Tablets,NNP,83,1
guys,NNS,83,1
sharpen,VB,83,1
Ravenwood,NNP,83,1
costs,NNS,83,1
Titan,NNP,83,1
note,VBP,83,1
work,VBP,83,1
staff,NN,83,1
cream,NN,83,1
tool,NN,83,1
guessing,VBG,83,1
adds,VBZ,83,1
relax,VB,83,1
Relax,NNP,83,1
advance,NN,83,1
hardcore,NN,83,1
calls,NNS,83,1
search,VB,83,1
rise,NN,83,1
Need,NNP,83,1
sports,NNS,83,1
helicopters,NNS,83,1
Incredible,JJ,83,1
spades,NNS,83,1
Radiant,NNP,83,1
clock,NN,83,1
introducing,VBG,83,1
event,NN,83,1
video,JJ,83,1
idea,NN,83,1
Phones,NNPS,83,1
Ghost,NNP,83,1
street,NN,83,1
paradise,NN,83,1
Match,NN,83,1
allowing,VBG,82,1
High-end,NNP,82,1
rule,VB,82,1
CPU,NNP,82,1
clean,JJ,82,1
Chinese,JJ,82,1
//www.g5e.com/G5_End_User_License_Supplemental_Terms,NNS,82,1
Experience,VB,82,1
UK,NNP,82,1
PLAY-,NNP,82,1
gameplay-,JJ,82,1
Youtube,NNP,82,1
sign,VB,82,1
pop,VB,82,1
Art,NNP,82,1
houses,NNS,82,1
free,VB,82,1
hunter,NN,82,1
Captain,NNP,82,1
payout,NN,82,1
logical,JJ,82,1
vicious,JJ,82,1
move,VBP,82,1
gadgets,NNS,82,1
shields,NNS,82,1
Touch,NN,82,1
WINNER,NNP,82,1
Plus,NNP,82,1
GO,NNP,82,1
handle,VB,82,1
Earth,NNP,82,1
eggs,NNS,82,1
learn,NN,82,1
Forum,NNP,82,1
credit,NN,82,1
relaxing,VBG,82,1
left,VBN,82,1
unknown,JJ,81,1
auto,NN,81,1
WAR,NNP,81,1
rifle,NN,81,1
provided,VBN,81,1
Lots,NNS,81,1
Words,NNS,81,1
Real,NNP,81,1
Towers,NNP,81,1
editor,NN,81,1
collects,NNS,81,1
White,NNP,81,1
Right,NNP,81,1
www.ea.com/1/service-updates,NNS,81,1
episode,NN,81,1
LIVE,NNP,81,1
Optimized,VBN,81,1
Welcome,NNP,81,1
gem,NN,81,1
platformer,NN,81,1
terms.ea.comVisit,NN,81,1
preschoolers,NNS,81,1
Cytus,NNP,81,1
HEDGEHOG,NNP,81,1
best,RBS,81,1
faster,NN,81,1
save,VBP,81,1
everyday,JJ,81,1
months,NNS,81,1
B,NNP,81,1
atmosphere,NN,81,1
Defend,VB,81,1
HALFBRICK,NNP,81,1
animal,NN,81,1
stand,VBP,81,1
month,NN,81,1
bring,VBP,81,1
relevant,JJ,81,1
Key,NNP,81,1
powerups,NNS,81,1
alphabet,NN,80,1
themed,JJ,80,1
Party,NNP,80,1
explore,VBP,80,1
students,NNS,80,1
competing,VBG,80,1
Device,NNP,80,1
Theres,VBZ,80,1
Send,VB,80,1
puzzler,NN,80,1
Theft,NNP,80,1
//www.storm8-studios.com/terms/,JJ,80,1
//www.gameloft.com/conditions/End-User,JJ,80,1
Pad,NNP,80,1
Altitude,NNP,80,1
Nickelodeon,NNP,80,1
sequence,NN,80,1
Fly,NNP,80,1
deserves,VBZ,80,1
Fishing,NNP,80,1
laser,NN,80,1
tank,NN,80,1
Christmas,NNP,80,1
teasers,NNS,80,1
unlocked,VBN,80,1
Leaderboards,NNS,80,1
entertained,VBN,79,1
throw,VB,79,1
bank,NN,79,1
heat,NN,79,1
methods,NNS,79,1
casinos,NNS,79,1
Stunning,NNP,79,1
hats,NNS,79,1
Hazel,NNP,79,1
apocalypse,NN,79,1
body,NN,79,1
strange,JJ,79,1
EARN,NNP,79,1
earning,VBG,79,1
DAILY,NNP,79,1
bought,VBD,79,1
Splash,NNP,79,1
racing,NN,79,1
La,NNP,79,1
jackpots,NNS,79,1
won,VBD,79,1
Campaign,NNP,79,1
Required,VBN,79,1
awards,NNS,79,1
expanding,VBG,79,1
score,VB,79,1
restart,VB,79,1
recent,JJ,79,1
tough,JJ,79,1
#NAME?,NN,79,1
Explore,VB,79,1
clans,NNS,79,1
Fantasy,NNP,79,1
youll,JJ,79,1
CONNECT,NNP,79,1
Zombies,NNS,79,1
earned,VBN,78,1
mutants,NNS,78,1
fortress,NN,78,1
pals,NNS,78,1
decks,NNS,78,1
proud,JJ,78,1
purchased,VBD,78,1
Kim,NNP,78,1
Children,NNP,78,1
sort,NN,78,1
Lucky,NNP,78,1
U.S.,NNP,78,1
Pyramid,NNP,78,1
defeat,NN,78,1
Turner,NNP,78,1
God,NNP,78,1
swing,VBG,78,1
complex,JJ,78,1
hairstyle,NN,78,1
pinball,NN,78,1
award,NN,78,1
Little,JJ,78,1
c,NN,78,1
Broadcasting,NNP,78,1
encounter,VBP,78,1
change,VBP,78,1
view,NN,78,1
toys,NN,78,1
driving,VBG,78,1
humanity,NN,78,1
childs,NNS,77,1
s,NN,77,1
Mix,NNP,77,1
worth,NN,77,1
props,NNS,77,1
create,NN,77,1
varied,JJ,77,1
bet,NN,77,1
Stick,NNP,77,1
Ruzzle,NNP,77,1
Digimon,NNP,77,1
roulette,JJ,77,1
hesitate,VB,77,1
books,NNS,77,1
Holdings,NNP,77,1
Bloody,NNP,77,1
mighty,JJ,77,1
Gems,NNP,77,1
hit,VB,77,1
Com2uS,NNP,77,1
eliminate,VB,77,1
IAP,NNP,77,1
hunt,NN,77,1
Bad,NNP,77,1
],VBP,77,1
GOOGLE,NNP,77,1
peace,NN,77,1
ladder,NN,76,1
Legends,NNP,76,1
precision,NN,76,1
doors,NNS,76,1
craft,NN,76,1
appear,VB,76,1
Application,NNP,76,1
white,JJ,76,1
underground,JJ,76,1
variations,NNS,76,1
communications,NNS,76,1
started,VBN,76,1
found,VBD,76,1
matching,JJ,76,1
guided,VBN,76,1
//www.youtube.com/watch,NN,76,1
sync,VBZ,76,1
Boy,NNP,76,1
software,NN,76,1
corners,NNS,76,1
REWARDS,NNP,76,1
Portuguese,JJ,76,1
tiny,JJ,76,1
steal,VB,76,1
prepared,VBN,76,1
operation,NN,76,1
simulator,NN,76,1
towns,NNS,76,1
trading,NN,76,1
Small,NNP,76,1
wait,NN,76,1
One,NNP,76,1
OWN,NNP,76,1
perform,NN,76,1
Core,NNP,76,1
Toss,NNP,76,1
Mojang,NNP,76,1
General,NNP,76,1
coming,JJ,76,1
hairstyles,NNS,76,1
Zoe,NNP,76,1
possibilities,NNS,76,1
beach,NN,76,1
truth,NN,76,1
GREE,NNP,76,1
play.Please,VB,76,1
crew,NN,75,1
gravity,NN,75,1
domination,NN,75,1
TriPeaks,NNP,75,1
grow,NN,75,1
successful,JJ,75,1
Unleash,NNP,75,1
strategically,RB,75,1
Controls,NNP,75,1
used,VBD,75,1
police,NN,75,1
newest,JJS,75,1
complicated,JJ,75,1
Tournament,NNP,75,1
Chaos,NNP,75,1
effective,JJ,75,1
Highlights,NNP,75,1
Walt,NNP,75,1
na,RB,75,1
tickets,NNS,75,1
MUSIC,NNP,75,1
integrated,VBN,75,1
Kingdoms,NNP,75,1
Additional,NNP,75,1
watch,VBP,75,1
PUZZLES,NNP,75,1
bitmango.comHOMEPAGE,NN,75,0
sniper,JJ,75,1
placed,VBN,75,1
Start,VB,75,1
Destroy,NNP,75,1
Android,JJ,75,1
dinner,NN,74,1
removed,VBN,74,1
jewelry,NN,74,1
tales,NNS,74,1
locate,VB,74,1
Sports,NNP,74,1
franchise,NN,74,1
Happy,JJ,74,1
Team,NN,74,1
store,VB,74,1
progress,VB,74,1
interstitial,JJ,74,1
begins,VBZ,74,1
Guns,NNP,74,1
Pass,NNP,74,1
hold,VB,74,1
lovingly,RB,74,1
Expert,NNP,74,1
Hearts,NNP,74,1
Slice,NNP,74,1
tower,JJR,74,1
Save,VB,74,1
Prove,VB,74,1
NVIDIA,NNP,74,1
Set,NNP,74,1
Cool,NNP,74,1
//www.facebook.com/BigBearEntertainmentGamesOr,NN,74,0
Japan,NNP,74,1
Turtles,NNP,74,1
slide,NN,74,1
//twitter.com/Big_Bear_EntertFor,VB,74,0
Zombies,NNP,74,1
accidentally,RB,74,1
acquire,VB,74,1
Change,NNP,74,1
green,JJ,74,1
TM,NNP,74,1
changed,VBN,74,1
division,NN,74,1
installation,NN,74,1
Ancient,NNP,74,1
deserts,NNS,74,1
Silent,NNP,74,1
Machine,NNP,74,1
skill,JJ,74,1
android,NN,74,1
records,NNS,73,1
encounter,VB,73,1
living,NN,73,1
PLAYER,NNP,73,1
program,NN,73,1
benefits,NNS,73,1
Supports,NNP,73,1
Times,NNP,73,1
along,RB,73,1
set,VBD,73,1
brilliant,JJ,73,1
interest-based,JJ,73,1
Notes,NNS,73,1
Festival,NNP,73,1
collections,NNS,73,1
Planet,NNP,73,1
scoring,VBG,73,1
techniques,NNS,73,1
pressure,NN,73,1
Land,NNP,73,1
clash,NN,73,1
winner,NN,73,1
Form,NNP,73,1
Osmos,NNP,73,1
instant,JJ,73,1
emotions,NNS,73,1
probably,RB,73,1
squad,NN,73,1
unit,NN,73,1
+,VBP,73,1
artifacts,NNS,73,1
Gameloft.Privacy,NN,73,1
guild,JJ,73,1
Hold,NNP,73,1
Childrens,NNP,72,1
Exciting,VBG,72,1
activate,VB,72,1
plans,NNS,72,1
Witch,NNP,72,1
Adventures,NNS,72,1
DIFFERENT,NNP,72,1
solo,NN,72,1
Regular,JJ,72,1
EXPLORE,NNP,72,1
advance,VB,72,1
manage,VB,72,1
medieval,NN,72,1
castle,JJ,72,1
creates,VBZ,72,1
Highly,NNP,72,1
Sea,NNP,72,1
Beach,NNP,72,1
Hints,NNS,72,1
Xperia,NNP,72,1
rocket,NN,72,1
cake,NN,72,1
level,JJ,72,1
array,NN,72,1
mature,NN,72,1
flow,NN,72,1
table,JJ,72,1
identity,NN,72,1
Farkle,NNP,72,1
ninja,JJ,72,1
guilds,NNS,72,1
Universe,NNP,72,1
card,JJ,72,1
looks,NNS,72,1
paying,VBG,72,1
teach,VB,72,1
races,NNS,71,1
Babies,NNP,71,1
Weekly,NNP,71,1
risk,NN,71,1
Danish,NNP,71,1
Bring,NNP,71,1
unable,JJ,71,1
Golden,NNP,71,1
Espaol,NNP,71,1
managed,VBN,71,1
speed,VB,71,1
feature,VBP,71,1
Exciting,NNP,71,1
text,NN,71,1
Purchase,NNP,71,1
Mickey,NNP,71,1
unexpected,JJ,71,1
mania,NN,71,1
comment,NN,71,1
MB,NNP,71,0
Tactics,NNP,71,1
send,VBP,71,1
Britain,NNP,71,1
immediate,JJ,71,1
let,VBP,71,1
STORY,NNP,71,1
international,JJ,71,1
topic,NN,71,1
cunning,VBG,71,1
BUILD,NNP,71,1
android,JJ,71,1
cartoons,NNS,71,1
doll,NN,71,1
Bluetooth,NNP,71,1
Pocket,NN,71,1
resolutions,NNS,71,1
happens,VBZ,71,1
AD,NNP,71,1
Triple,NNP,71,1
_____________________________________________Visit,VB,70,1
X-Men,JJ,70,1
fusion,NN,70,1
Reviews,NNP,70,1
HERE,NNP,70,1
frequently,RB,70,1
recently,RB,70,1
cells,NNS,70,1
May,NNP,70,1
BADLAND,NNP,70,1
welcome,JJ,70,1
loads,NNS,70,1
Hand,NNP,70,1
Different,JJ,70,1
ADDICTIVE,NNP,70,1
Cats,NNPS,70,1
expect,VB,70,1
Does,NNP,70,1
summer,NN,70,1
artificial,JJ,70,1
Me,NNP,70,1
brought,VBD,70,1
shots,NNS,70,1
crucial,JJ,70,1
Cell,NNP,70,1
content,JJ,70,1
plan,VB,70,1
Combine,NNP,70,1
electric,JJ,70,1
In-App,NNP,70,1
drums,NNS,70,1
Kitty,NNP,70,1
Fred,NNP,70,1
supported,VBD,70,1
Intuitive,JJ,70,1
Iron,NNP,70,1
cause,NN,70,1
double,VB,70,1
punch,NN,70,1
land,VB,70,1
shows,NNS,70,1
Fighter,NNP,70,1
groups,NNS,70,1
extensive,JJ,69,1
Head,NNP,69,1
rise,VB,69,1
GB,NNP,69,1
end,VB,69,1
USA,NNP,69,1
prize,NN,69,1
paced,VBD,69,1
lessons,NNS,69,1
chef,NN,69,1
//www.sega.com/mprivacyTerms,NNS,69,0
battling,VBG,69,1
fact,NN,69,1
situations,NNS,69,1
credentials,NNS,69,1
Completely,RB,69,1
reasons,NNS,69,1
gameplay.-,JJ,69,1
charge,VB,69,1
challenge,VBP,69,1
address,NN,69,1
tilt,NN,69,1
//www.rovio.com/privacyThis,JJ,69,1
industry,NN,69,1
Max,NNP,69,1
trail,NN,69,1
Franais,NNP,69,1
tropical,JJ,69,1
imaginative,JJ,69,1
attacking,VBG,69,1
Infinity,NNP,69,1
Europe,NNP,69,1
trees,NNS,69,1
IS,NNP,69,1
Services,NNP,69,1
described,NN,69,1
Fix,NNP,69,1
flag,NN,69,1
Real-time,JJ,69,1
Networking,NNP,69,1
arms,NNS,69,1
truck,NN,69,1
Playground,NNP,69,1
superior,JJ,69,1
linked,VBD,69,1
countless,JJ,68,1
lighting,NN,68,1
maybe,RB,68,1
Cream,NNP,68,1
Record,NNP,68,1
responsibility,NN,68,1
audio,JJ,68,1
Ridiculous,JJ,68,1
wizard,NN,68,1
dice,JJ,68,1
communication,NN,68,1
Lord,NNP,68,1
high-end,JJ,68,1
//www.storm8-studios.com/privacy/Follow,JJ,68,1
Defend,NNP,68,1
Friend,NNP,68,1
imposed,VBN,68,1
disclosure,NN,68,1
stickers,NNS,68,1
answer,VB,68,1
sometimes,RB,68,1
related,JJ,68,1
Turn,NNP,68,1
breakfast,NN,68,1
entirely,RB,68,1
obstacle,NN,68,1
Duet,NNP,68,1
read,VBD,68,1
square,NN,68,1
Logo,NNP,68,1
spirit,NN,68,1
showing,VBG,68,1
guests,NNS,68,1
PocketGamer,NNP,68,1
Mystery,NNP,68,1
pause,VB,68,1
apply.Important,VB,68,1
Eagle,NNP,68,1
Got,VBD,68,1
reward,VB,68,1
Warrior,NNP,68,1
infinite,JJ,68,1
diamonds,NNS,68,1
Ruby,NNP,68,1
Blue,NNP,68,1
console,JJ,68,1
elegant,JJ,68,1
expect,VBP,68,1
Train,NNP,68,1
gift,NN,68,1
OTHER,NNP,68,1
built-in,JJ,68,1
concentration,NN,68,1
package,NN,68,1
EXO,NNP,67,1
logos,JJ,67,1
Last,JJ,67,1
Excellence,NNP,67,1
mini-game,NN,67,1
Traditional,NNP,67,1
wood,NN,67,1
Tiny,NNP,67,1
Weapons,NNP,67,1
Budge,NNP,67,1
Society,NNP,67,1
figures,NNS,67,1
iPad,NN,67,1
swords,NNS,67,1
empty,JJ,67,1
Virtual,JJ,67,1
vocabulary,NN,67,1
inquiries,NNS,67,1
falling,VBG,67,1
campaigns,NNS,67,1
Forge,NNP,67,1
Information,NN,67,1
Shield,NNP,67,1
outfit,NN,67,1
gate,NN,67,1
rock,NN,67,1
woods,NNS,67,1
POWER,NNP,67,1
READ_PHONE_STATE,JJ,67,1
law,NN,67,1
enigmatic,JJ,67,1
length,NN,67,1
Gamezebo,NNP,67,1
squares,NNS,67,1
Hire,NNP,67,1
push,NN,67,1
whats,NNS,67,1
exploding,VBG,67,1
Lets,NNS,67,1
ONLY,NNP,67,1
Solo,NNP,67,1
Tell,VB,66,1
cast,NN,66,1
Hit,NNP,66,1
colorful,NN,66,1
duels,NNS,66,1
species,NNS,66,1
earn,JJ,66,1
Arabic,NNP,66,1
Work,VB,66,1
reality,NN,66,1
below,NN,66,1
salon,NN,66,1
bricks,NNS,66,1
Chess,NNP,66,1
relationship,NN,66,1
MARVEL,NNP,66,1
HELP,NNP,66,1
grow,VBP,66,1
Hello,NNP,66,1
respective,JJ,66,1
thats,NNS,66,1
sure,NN,66,1
companion,NN,66,1
youtube,NN,66,1
Green,NNP,66,1
@,VBD,66,0
champions,NNS,66,1
Killer,NNP,66,1
dresses,NNS,66,1
lost,JJ,66,1
spinning,VBG,66,1
edition,NN,66,1
extreme,JJ,66,1
Touch,JJ,66,1
compelling,JJ,66,1
Levels,NNS,66,1
Fruit,NNP,66,1
bass,NN,66,1
Absolutely,RB,66,1
recorded,VBN,66,1
private,JJ,66,1
Town,NNP,66,1
custom,JJ,66,1
Minecraft,NNP,66,1
hottest,JJS,66,1
ride,NN,66,1
Automatic,NNP,66,1
landscape,NN,66,1
meals,NNS,65,1
pet,JJ,65,1
Combat,NNP,65,1
TabTales,NNP,65,1
//twitter.com/,JJ,65,0
Guess,VB,65,1
agent,NN,65,1
destroy,NN,65,1
GPS,NNP,65,1
chests,NNS,65,1
range,VBP,65,1
Egypt,NNP,65,1
Jam,NNP,65,1
Personal,NNP,65,1
Powerful,NNP,65,1
lush,JJ,65,1
painted,VBD,65,1
close,RB,65,1
Advanced,NNP,65,1
COPPA,NNP,65,1
Landlord,NNP,65,1
named,VBN,65,1
BONUSES,NNP,65,1
means,NNS,65,1
Rope,NNP,65,1
=,NNP,65,0
floating,VBG,65,1
tutorial,NN,65,1
prisoners,NNS,65,1
featured,VBN,65,1
Install,NNP,65,1
beating,VBG,65,1
Track,NNP,65,1
Send,NNP,65,1
clicker,NN,65,1
depth,NN,65,1
specifically,RB,65,1
Freddy,NNP,65,1
Clear,JJ,65,1
Strike,NNP,65,1
separate,JJ,65,1
legal,JJ,65,1
solving,NN,65,1
Terraria,NNP,65,1
improved,JJ,65,1
zoom,NN,65,1
related,VBN,65,1
planning,VBG,65,1
usage,NN,65,1
brand-new,JJ,65,1
recover,VB,65,1
artistic,JJ,64,1
Drive,NNP,64,1
companies,NNS,64,1
son,NN,64,1
Army,NNP,64,1
counting,VBG,64,1
reaction,NN,64,1
cell,NN,64,1
hell,NN,64,1
Contact,NN,64,1
i,NN,64,0
core,NN,64,1
connecting,VBG,64,1
expert,NN,64,1
iPhone,NN,64,1
paint,NN,64,1
offering,VBG,64,1
frozen,JJ,64,1
WORD,NNP,64,1
uncover,VB,64,1
coordination,NN,64,1
look,VBP,64,1
Soundtrack,NNP,64,1
focus,NN,64,1
toughest,JJS,64,1
X,NNP,64,0
Realistic,NNP,64,1
Companies,NNP,64,1
experience.You,NN,64,1
id=6249013288401661340Like,VB,64,0
Checkers,NNP,64,1
guaranteed,VBN,64,1
stars,VBZ,64,1
enjoying,VBG,64,1
Portugus,NNP,64,1
instructions,NNS,64,1
detail,NN,64,1
Desert,NNP,64,1
in-game,NN,64,1
boy,NN,64,1
Ben,NNP,64,1
located,VBN,64,1
//www.sega.com/termsSEGA,NN,64,0
persons,NNS,64,1
Tegra,NNP,64,1
Trumpet,NNP,64,1
ANDROID,NNP,64,1
load,VB,64,1
extras,NNS,64,1
Night,NNP,64,1
As,RB,64,1
varying,VBG,64,1
LEVEL,NNP,64,1
SLOTS,NNP,63,1
chord,NN,63,1
Navigator,NNP,63,1
Doomsday,NNP,63,1
happen,VB,63,1
Ever,NNP,63,1
percussion,NN,63,1
crash,NN,63,1
feels,VBZ,63,1
boost,NN,63,1
Trial,NNP,63,1
PROBLEM,NNP,63,1
listening,VBG,63,1
Mode,NN,63,1
Squad,NNP,63,1
ZOMBIE,NNP,63,1
rhythm,JJ,63,1
Show,VB,63,1
EULA,NNP,63,1
objects,VBZ,63,1
confidence,NN,63,1
WIFI,NNP,63,1
dodge,VB,63,1
Episode,NNP,63,1
